id,sid,tid,word,pos,relation,word_source,document,section,class,category,subcategory,CodeType
doc1,1,17,the,DT,det,chances,Community Guide,communication,choice,project,communication,1
doc1,1,18,chances,NNS,obj,minimize,Community Guide,communication,choice,project,communication,1
doc1,1,19,of,IN,case,problems,Community Guide,communication,choice,project,communication,1
doc1,1,20,problems,NNS,nmod,chances,Community Guide,communication,choice,project,communication,1
doc1,1,21,arising,VBG,acl,problems,Community Guide,communication,choice,project,communication,1
doc1,1,22,.,.,punct,essential,Community Guide,communication,choice,project,communication,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,all,DT,det,matters,Community Guide,communication,information,project,communication,1
doc1,1,2,matters,NNS,nsubj,need,Community Guide,communication,information,project,communication,1
doc1,1,3,of,IN,case,substance,Community Guide,communication,information,project,communication,1
doc1,1,4,substance,NN,nmod,matters,Community Guide,communication,information,project,communication,1
doc1,1,5,need,VBP,root,ROOT,Community Guide,communication,information,project,communication,1
doc1,1,6,to,TO,mark,move,Community Guide,communication,information,project,communication,1
doc1,1,7,move,VB,xcomp,need,Community Guide,communication,information,project,communication,1
doc1,1,8,back,RB,advmod,move,Community Guide,communication,information,project,communication,1
doc1,1,9,to,IN,case,lists,Community Guide,communication,information,project,communication,1
doc1,1,10,the,DT,det,lists,Community Guide,communication,information,project,communication,1
doc1,1,11,email,NN,compound,lists,Community Guide,communication,information,project,communication,1
doc1,1,12,lists,NNS,obl,move,Community Guide,communication,information,project,communication,1
doc1,1,13,.,.,punct,need,Community Guide,communication,information,project,communication,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,projects,NNS,nsubj,need,Community Guide,communication,information,project,communication,1
doc1,1,2,need,VBP,root,ROOT,Community Guide,communication,information,project,communication,1
doc1,1,3,to,TO,mark,preserve,Community Guide,communication,information,project,communication,1
doc1,1,4,preserve,VB,xcomp,need,Community Guide,communication,information,project,communication,1
doc1,1,5,",",",",punct,post,Community Guide,communication,information,project,communication,1
doc1,1,6,and,CC,cc,post,Community Guide,communication,information,project,communication,1
doc1,1,7,post,VB,conj,preserve,Community Guide,communication,information,project,communication,1
doc1,1,8,back,RB,advmod,post,Community Guide,communication,information,project,communication,1
doc1,1,9,to,IN,case,lists,Community Guide,communication,information,project,communication,1
doc1,1,10,the,DT,det,lists,Community Guide,communication,information,project,communication,1
doc1,1,11,lists,NNS,obl,post,Community Guide,communication,information,project,communication,1
doc1,1,12,",",",",punct,threads,Community Guide,communication,information,project,communication,1
doc1,1,13,significatn,JJ,amod,threads,Community Guide,communication,information,project,communication,1
doc1,1,14,conversation,NN,compound,threads,Community Guide,communication,information,project,communication,1
doc1,1,15,threads,NNS,obj,post,Community Guide,communication,information,project,communication,1
doc1,1,16,in,IN,case,channels,Community Guide,communication,information,project,communication,1
doc1,1,17,other,JJ,amod,channels,Community Guide,communication,information,project,communication,1
doc1,1,18,channels,NNS,nmod,threads,Community Guide,communication,information,project,communication,1
doc1,1,19,.,.,punct,need,Community Guide,communication,information,project,communication,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,project,NN,nsubj,post,Community Guide,communication,information,project,communication,1
doc1,1,2,should,MD,aux,post,Community Guide,communication,information,project,communication,1
doc1,1,3,post,VB,root,ROOT,Community Guide,communication,information,project,communication,1
doc1,1,4,regular,JJ,amod,reminders,Community Guide,communication,information,project,communication,1
doc1,1,5,reminders,NNS,obj,post,Community Guide,communication,information,project,communication,1
doc1,1,6,that,IN,mark,exist,Community Guide,communication,information,project,communication,1
doc1,1,7,other,JJ,amod,forms,Community Guide,communication,information,project,communication,1
doc1,1,8,secondary,JJ,amod,forms,Community Guide,communication,information,project,communication,1
doc1,1,9,forms,NNS,nsubj,exist,Community Guide,communication,information,project,communication,1
doc1,1,10,of,IN,case,communication,Community Guide,communication,information,project,communication,1
doc1,1,11,communication,NN,nmod,forms,Community Guide,communication,information,project,communication,1
doc1,1,12,exist,VBP,acl,reminders,Community Guide,communication,information,project,communication,1
doc1,1,13,.,.,punct,post,Community Guide,communication,information,project,communication,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,there,EX,expl,is,Community Guide,communication,information,project,communication,1
doc1,1,2,is,VBZ,root,ROOT,Community Guide,communication,information,project,communication,1
doc1,1,3,a,DT,det,number,Community Guide,communication,information,project,communication,1
doc1,1,4,limited,JJ,amod,number,Community Guide,communication,information,project,communication,1
doc1,1,5,number,NN,nsubj,is,Community Guide,communication,information,project,communication,1
doc1,1,6,of,IN,case,topics,Community Guide,communication,information,project,communication,1
doc1,1,7,topics,NNS,nmod,number,Community Guide,communication,information,project,communication,1
doc1,1,8,",",",",punct,issues,Community Guide,communication,information,project,communication,1
doc1,1,9,such,JJ,case,issues,Community Guide,communication,information,project,communication,1
doc1,1,10,as,IN,fixed,such,Community Guide,communication,information,project,communication,1
doc1,1,11,security,NN,compound,issues,Community Guide,communication,information,project,communication,1
doc1,1,12,issues,NNS,nmod,number,Community Guide,communication,information,project,communication,1
doc1,1,13,and,CC,cc,discussions,Community Guide,communication,information,project,communication,1
doc1,1,14,discussions,NNS,conj,issues,Community Guide,communication,information,project,communication,1
doc1,1,15,about,IN,case,people,Community Guide,communication,information,project,communication,1
doc1,1,16,people,NNS,nmod,issues,Community Guide,communication,information,project,communication,1
doc1,1,17,",",",",punct,best,Community Guide,communication,information,project,communication,1
doc1,1,18,which,WDT,nsubj,best,Community Guide,communication,information,project,communication,1
doc1,1,19,it,PRP,expl,best,Community Guide,communication,information,project,communication,1
doc1,1,20,is,VBZ,cop,best,Community Guide,communication,information,project,communication,1
doc1,1,21,best,JJS,acl:relcl,issues,Community Guide,communication,information,project,communication,1
doc1,1,22,to,TO,mark,handl,Community Guide,communication,information,project,communication,1
doc1,1,23,handl,VB,csubj,best,Community Guide,communication,information,project,communication,1
doc1,1,24,in,IN,case,private,Community Guide,communication,information,project,communication,1
doc1,1,25,private,JJ,obl,handl,Community Guide,communication,information,project,communication,1
doc1,1,26,.,.,punct,is,Community Guide,communication,information,project,communication,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,as,RB,advmod,much,Community Guide,communication,information,project,communication,1
doc1,1,2,much,JJ,amod,business,Community Guide,communication,information,project,communication,1
doc1,1,3,business,NN,nsubj,take,Community Guide,communication,information,project,communication,1
doc1,1,4,of,IN,case,project,Community Guide,communication,information,project,communication,1
doc1,1,5,the,DT,det,project,Community Guide,communication,information,project,communication,1
doc1,1,6,project,NN,nmod,business,Community Guide,communication,information,project,communication,1
doc1,1,7,as,IN,mark,possible,Community Guide,communication,information,project,communication,1
doc1,1,8,possible,JJ,acl,business,Community Guide,communication,information,project,communication,1
doc1,1,9,should,MD,aux,take,Community Guide,communication,information,project,communication,1
doc1,1,10,take,VB,root,ROOT,Community Guide,communication,information,project,communication,1
doc1,1,11,place,NN,obj,take,Community Guide,communication,information,project,communication,1
doc1,1,12,on,IN,case,lists,Community Guide,communication,information,project,communication,1
doc1,1,13,public,JJ,amod,lists,Community Guide,communication,information,project,communication,1
doc1,1,14,lists,NNS,obl,take,Community Guide,communication,information,project,communication,1
doc1,1,15,",",",",punct,available,Community Guide,communication,information,project,communication,1
doc1,1,16,but,CC,cc,available,Community Guide,communication,information,project,communication,1
doc1,1,17,the,DT,det,list,Community Guide,communication,information,project,communication,1
doc1,1,18,private,JJ,amod,list,Community Guide,communication,information,project,communication,1
doc1,1,19,list,NN,nsubj,available,Community Guide,communication,information,project,communication,1
doc1,1,20,is,VBZ,cop,available,Community Guide,communication,information,project,communication,1
doc1,1,21,available,JJ,conj,take,Community Guide,communication,information,project,communication,1
doc1,1,22,for,IN,case,matters,Community Guide,communication,information,project,communication,1
doc1,1,23,matters,NNS,obl,available,Community Guide,communication,information,project,communication,1
doc1,1,24,of,IN,case,nature,Community Guide,communication,information,project,communication,1
doc1,1,25,a,DT,det,nature,Community Guide,communication,information,project,communication,1
doc1,1,26,sensitive,JJ,amod,nature,Community Guide,communication,information,project,communication,1
doc1,1,27,nature,NN,nmod,matters,Community Guide,communication,information,project,communication,1
doc1,1,28,.,.,punct,take,Community Guide,communication,information,project,communication,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,good,JJ,amod,netiquette,Community Guide,communication,aggregation,project,communication,1
doc1,1,2,netiquette,NN,nsubj,requires,Community Guide,communication,aggregation,project,communication,1
doc1,1,3,requires,VBZ,root,ROOT,Community Guide,communication,aggregation,project,communication,1
doc1,1,4,that,IN,mark,seek,Community Guide,communication,aggregation,project,communication,1
doc1,1,5,you,PRP,nsubj,seek,Community Guide,communication,aggregation,project,communication,1
doc1,1,6,seek,VBP,ccomp,requires,Community Guide,communication,aggregation,project,communication,1
doc1,1,7,permission,NN,obj,seek,Community Guide,communication,aggregation,project,communication,1
doc1,1,8,from,IN,case,poster,Community Guide,communication,aggregation,project,communication,1
doc1,1,9,the,DT,det,poster,Community Guide,communication,aggregation,project,communication,1
doc1,1,10,poster,NN,nmod,permission,Community Guide,communication,aggregation,project,communication,1
doc1,1,11,before,IN,mark,making,Community Guide,communication,aggregation,project,communication,1
doc1,1,12,making,VBG,advcl,seek,Community Guide,communication,aggregation,project,communication,1
doc1,1,13,public,JJ,amod,posts,Community Guide,communication,aggregation,project,communication,1
doc1,1,14,posts,NNS,obj,making,Community Guide,communication,aggregation,project,communication,1
doc1,1,15,made,VBN,acl,posts,Community Guide,communication,aggregation,project,communication,1
doc1,1,16,to,IN,case,list,Community Guide,communication,aggregation,project,communication,1
doc1,1,17,a,DT,det,list,Community Guide,communication,aggregation,project,communication,1
doc1,1,18,private,JJ,amod,list,Community Guide,communication,aggregation,project,communication,1
doc1,1,19,list,NN,obl,made,Community Guide,communication,aggregation,project,communication,1
doc1,1,20,.,.,punct,requires,Community Guide,communication,aggregation,project,communication,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,before,IN,case,graduates,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,2,a,DT,det,graduates,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,3,podling,NN,compound,graduates,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,4,graduates,NNS,obl,create,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,5,",",",",punct,create,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,6,it,PRP,nsubj,create,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,7,must,MD,aux,create,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,8,create,VB,root,ROOT,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,9,a,DT,det,community,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,10,diverse,JJ,amod,community,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,11,and,CC,cc,self-,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,12,self-,JJ,conj,diverse,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,13,sustaining,VBG,amod,community,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,14,community,NN,obj,create,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,15,.,.,punct,create,Community Guide,community building,scope,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,to,TO,mark,address,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,2,address,VB,advcl,need,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,3,this,DT,det,challenge,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,4,challenge,NN,obj,address,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,5,",",",",punct,need,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,6,committers,NNS,nsubj,need,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,7,may,MD,aux,need,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,8,need,VB,root,ROOT,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,9,to,TO,mark,devote,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,10,devote,VB,xcomp,need,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,11,more,JJR,amod,time,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,12,time,NN,obj,devote,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,13,to,IN,case,building,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,14,community,NN,compound,building,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,15,-,HYPH,punct,building,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,16,building,NN,obl,devote,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,17,and,CC,cc,less,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,18,less,JJR,advmod,development,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,19,to,IN,case,development,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,20,development,NN,conj,building,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,21,.,.,punct,need,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,if,IN,mark,has,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,2,the,DT,det,podling,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,3,podling,NN,nmod:poss,software,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,4,'s,POS,case,podling,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,5,software,NN,nsubj,has,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,6,has,VBZ,advcl,needs,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,7,lots,NNS,obj,has,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,8,of,IN,case,users,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,9,users,NNS,nmod,lots,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,10,but,CC,cc,developers,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,11,very,RB,advmod,few,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,12,few,JJ,amod,developers,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,13,new,JJ,amod,developers,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,14,developers,NNS,conj,users,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,15,",",",",punct,needs,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,16,the,DT,det,community,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,17,community,NN,nsubj,needs,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,18,needs,VBZ,root,ROOT,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,19,to,TO,mark,do,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,20,do,VB,xcomp,needs,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,21,more,JJR,amod,work,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,22,work,NN,obj,do,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,23,to,TO,mark,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,24,encourage,VB,advcl,do,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,25,users,NNS,obj,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,26,to,TO,mark,become,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,27,become,VB,xcomp,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,28,developers,NNS,obj,become,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,29,.,.,punct,needs,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,however,RB,advmod,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,2,",",",",punct,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,3,once,IN,mark,gains,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,4,a,DT,det,project,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,5,project,NN,nsubj,gains,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,6,gains,VBZ,advcl,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,7,momentum,NN,obj,gains,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,8,",",",",punct,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,9,it,PRP,nsubj,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,10,may,MD,aux,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,11,be,VB,cop,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,12,more,RBR,advmod,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,13,productive,JJ,root,ROOT,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,14,for,IN,case,health,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,15,the,DT,det,health,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,16,long,JJ,amod,term,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,17,-,HYPH,punct,term,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,18,term,NN,compound,health,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,19,health,NN,obl,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,20,of,IN,case,project,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,21,a,DT,det,project,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,22,project,NN,nmod,health,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,23,to,TO,mark,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,24,encourage,VB,csubj,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,25,users,NNS,obj,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,26,to,TO,mark,propose,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,27,propose,VB,xcomp,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,28,solutions,NNS,obj,propose,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,29,to,IN,case,problems,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,30,non-critical,JJ,amod,problems,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,31,problems,NNS,nmod,solutions,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,32,and,CC,cc,become,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,33,",",",",punct,thus,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,34,thus,RB,advmod,become,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,35,",",",",punct,thus,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,36,become,VB,conj,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,37,more,RBR,advmod,involved,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,38,involved,JJ,xcomp,become,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,39,.,.,punct,productive,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,try,VB,root,ROOT,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,2,to,TO,mark,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,3,encourage,VB,xcomp,try,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,4,expert,NN,compound,users,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,5,users,NNS,obj,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,6,to,TO,mark,answer,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,7,answer,VB,xcomp,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,8,questions,NNS,obj,answer,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,9,.,.,punct,try,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,try,VB,root,ROOT,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,2,to,TO,mark,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,3,encourage,VB,xcomp,try,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,4,users,NNS,obj,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,5,to,TO,mark,become,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,6,become,VB,xcomp,encourage,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,7,developers,NNS,obj,become,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,8,.,.,punct,try,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,when,WRB,mark,give,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,2,they,PRP,nsubj,give,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,3,give,VBP,advcl,ask,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,4,a,DT,det,answer,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,5,good,JJ,amod,answer,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,6,answer,NN,obj,give,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,7,that,IN,mark,cover,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,8,the,DT,det,documentation,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,9,documentation,NN,nsubj,cover,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,10,does,VBZ,aux,cover,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,11,n't,RB,advmod,cover,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,12,cover,VB,acl,answer,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,13,",",",",punct,give,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,14,ask,VB,root,ROOT,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,15,them,PRP,obj,ask,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,16,to,TO,mark,submit,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,17,submit,VB,xcomp,ask,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,18,a,DT,det,patch,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,19,patch,NN,obj,submit,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,20,.,.,punct,ask,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,when,WRB,mark,suggest,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,2,users,NNS,nsubj,suggest,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,3,suggest,VBP,advcl,ask,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,4,a,DT,det,design,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,5,good,JJ,amod,design,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,6,design,NN,obj,suggest,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,7,or,CC,cc,extension,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,8,extension,NN,conj,design,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,9,",",",",punct,suggest,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,10,ask,VB,root,ROOT,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,11,for,IN,mark,help,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,12,volunteers,NNS,obl,ask,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,13,to,TO,mark,help,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,14,help,VB,xcomp,ask,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,15,implement,VB,xcomp,help,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,16,it,PRP,obj,implement,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,17,rather,RB,cc,coding,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,18,than,IN,fixed,rather,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,19,just,RB,advmod,coding,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,20,coding,VBG,conj,implement,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,21,it,PRP,obj,coding,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,22,up,RP,compound:prt,coding,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,23,.,.,punct,ask,Community Guide,community building,choice,project,risk mitigation,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,to,TO,mark,become,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,2,become,VB,advcl,needs,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,3,an,DT,det,committer,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,4,apache,NN,compound,committer,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,5,committer,NN,xcomp,become,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,6,",",",",punct,needs,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,7,a,DT,det,developer,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,8,developer,NN,nsubj,needs,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,9,needs,VBZ,root,ROOT,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,10,to,TO,mark,hang,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,11,hang,VB,xcomp,needs,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,12,around,RB,advmod,long,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,13,long,RB,advmod,enough,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,14,enough,RB,advmod,hang,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,15,to,TO,mark,accumulate,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,16,accumulate,VB,advcl,hang,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,17,a,DT,det,record,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,18,track,NN,compound,record,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,19,record,NN,obj,accumulate,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,20,of,IN,case,contributions,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,21,contributions,NNS,nmod,record,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,22,.,.,punct,needs,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,0,ROOT,,NA,NA,NA,NA,NA,NA,NA,1
doc1,1,1,it,PRP,nsubj,be,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,2,may,MD,aux,be,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,3,also,RB,advmod,be,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,4,be,VB,root,ROOT,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,5,that,IN,mark,set,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,6,the,DT,det,bar,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,7,committer,NN,compound,bar,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,8,bar,NN,nsubj:pass,set,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,9,is,VBZ,aux:pass,set,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,10,set,VBN,ccomp,be,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,11,too,RB,advmod,high,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,12,high,JJ,xcomp,set,Community Guide,helping developers become committers,boundary,project,project governance,1
doc1,1,13,.,.,punct,be,Community Guide,helping developers become committers,boundary,project,project governance,1
